geno,pop,GDDTAS,GDDTSS,GDDTASIS,PHS,EHS,TLNS,GDDTAW,GDDTSW,GDDTASIW,PHW,EHW,TLNW,GDDTAP,GDDTSP,GDDTASIP,PHP,EHP,TLNP
05CL_2955,B97xCML254,1086.670243,1169.251314,82.58107109,184.1805943,99.06088053,23.58260886,914.9892089,926.7011888,11.71197984,137.4777782,71.28695639,18.94792514,171.6810337,242.5501249,70.86909125,46.70281609,27.77392414,4.634683715
05CL_2956,B97xCML254,990.2832198,1035.507174,45.22395459,147.941708,60.92820577,19.32606283,871.191693,889.8160756,18.6243826,126.9700761,55.20433782,17.35842612,119.0915269,145.6910989,26.59957199,20.97163197,5.723867952,1.967636718
05CL_2957,B97xCML254,1034.73861,1127.052347,92.31373694,140.2069489,68.49715994,21.42869694,930.0515068,945.778355,15.72684824,105.0019716,41.27583728,17.30285135,104.6871034,181.2739921,76.5868887,35.20497731,27.22132266,4.12584559
05CL_2958,B97xCML254,1002.988937,1028.767701,25.77876454,174.097787,96.66681255,22.5383611,889.233565,884.9201536,-4.313411389,139.238922,73.59564698,18.80646971,113.7553715,143.8475474,30.09217593,34.85886504,23.07116557,3.731891394
05CL_2959,B97xCML254,1182.856244,1276.28889,93.43264637,175.642958,99.38668344,24.48418203,937.361103,966.0173837,28.65628069,132.6607998,68.00945904,20.27725213,245.4951411,310.2715068,64.77636569,42.98215822,31.3772244,4.206929898
05CL_2960,B97xCML254,1048.462932,1128.423575,79.96064313,164.079896,79.94103518,22.12218908,882.1456203,894.643294,12.49767377,134.0518782,61.53325259,18.39862589,166.3173119,233.7802813,67.46296936,30.02801777,18.40778258,3.723563192
05CL_2961,B97xCML254,979.4324489,1034.624495,55.19204599,167.4913403,92.23121172,22.60779789,888.1022662,903.0737486,14.97148241,140.6398035,74.89541735,19.57543235,91.33018271,131.5507463,40.22056358,26.85153676,17.33579437,3.032365539
05CL_2962,B97xCML254,960.7360868,1028.608937,67.8728505,149.7955792,69.89534547,18.95052353,890.9913624,906.184615,15.1932526,126.6826496,54.65009049,16.6688107,69.74472446,122.4243224,52.67959789,23.1129296,15.24525499,2.28171283
05CL_2963,B97xCML254,1017.56817,1064.389174,46.82100399,118.4909717,52.98129031,20.50676734,902.4655466,915.0370707,12.57152405,100.6610121,46.12497313,16.81126008,115.1026229,149.3521028,34.24947994,17.82995967,6.856317179,3.695507265
05CL_2964,B97xCML254,968.6872416,1055.994871,87.30762923,133.6916831,62.73685505,19.80345264,868.0679244,909.391401,41.3234766,112.7724763,44.24586463,16.01030153,100.6193172,146.6034698,45.98415263,20.91920676,18.49099041,3.793151107
05CL_2965,B97xCML254,1166.306674,1174.889529,8.582854491,188.147838,104.7520136,24.98180361,922.5481887,921.5945447,-0.953643933,118.8866522,63.09858547,18.19740177,243.7584854,253.2949839,9.536498423,69.26118576,41.65342815,6.784401837
05CL_2966,B97xCML254,1008.733192,1084.840055,76.10686283,145.2003915,67.88573971,21.95180656,900.1575482,911.7352083,11.57766013,128.7816746,53.23457424,17.55964767,108.5756436,173.1048463,64.52920271,16.41871697,14.65116547,4.392158892
05CL_2967,B97xCML254,1043.284468,1106.931223,63.64675452,157.1296909,79.12635962,22.8455572,953.3793119,964.7608561,11.38154417,124.8174538,59.56700074,19.01984616,89.90515645,142.1703668,52.26521035,32.31223704,19.55935889,3.825711037
05CL_2968,B97xCML254,1052.588112,1110.040336,57.45222489,148.5183275,80.28261531,24.24902113,899.8228855,910.5923873,10.76950174,132.1000912,68.57905,19.25683168,152.7652261,199.4479492,46.68272315,16.41823631,11.70356531,4.992189447
05CL_2969,B97xCML254,1039.005813,1098.502232,59.49641897,180.1667679,92.90000033,23.66358833,872.4827001,887.1877596,14.70505954,129.1618562,58.90371773,17.88148695,166.5231131,211.3144726,44.79135943,51.00491168,33.99628261,5.782101383
05CL_2970,B97xCML254,995.1437613,1088.871661,93.7278998,153.5780991,79.32005487,20.64750227,893.6210688,932.5161718,38.89510292,123.2728831,61.96711872,17.42362593,101.5226925,156.3554894,54.83279687,30.30521601,17.35293615,3.223876339
05CL_2972,B97xCML254,1079.000373,1100.770008,21.76963463,181.9220769,92.30799493,23.81146311,947.1040882,960.4912905,13.38720233,132.8120845,65.38292909,19.4524254,131.8962853,140.2787176,8.3824323,49.10999239,26.92506585,4.359037715
05CL_2973,B97xCML254,1075.140735,1118.799489,43.65875474,195.9515575,106.3008416,25.89124955,937.1432428,944.6325261,7.489283299,137.4325143,74.66703682,20.51343266,137.9974918,174.1669633,36.16947144,58.5190432,31.63380478,5.377816888
05CL_2974,B97xCML254,942.8390346,999.5720303,56.73299569,172.3265126,86.08063787,21.71205484,869.4305152,906.269573,36.83905782,129.3520007,55.4263234,17.89113473,73.40851943,93.30245729,19.89393787,42.97451191,30.65431446,3.820920102
05CL_2976,B97xKi14,991.4372089,1030.501129,25.25874619,191.3874798,91.3491562,19.95826463,811.2790514,817.8197048,13.14553974,131.6354073,63.81945655,17.03830131,180.1581575,212.6814241,12.11320644,59.75207245,27.52969965,2.919963329
05CL_2977,B97xKi14,1066.814266,1149.703865,85.1173612,154.8747287,72.58744213,21.07551637,864.6262727,915.6992117,49.93619776,110.1087655,54.43449061,16.64766139,202.1879934,234.0046532,35.18116344,44.76596322,18.15295152,4.427854981
05CL_2978,B97xKi14,1028.162249,1063.896767,34.2961794,140.9696402,58.70986143,21.72831929,851.6758735,910.6772187,57.54712798,99.41536327,42.60466942,16.76245293,176.4863754,153.2195484,-23.25094858,41.55427693,16.105192,4.96586636
05CL_2979,B97xKi14,1072.650304,1156.954564,91.487258,163.4180567,81.17879332,20.05155617,883.1008548,955.1143406,68.87301909,113.7562597,55.06984779,15.58362426,189.5494494,201.8402237,22.61423891,49.66179696,26.10894553,4.467931906
05CL_2981,B97xKi14,1086.494998,1165.812254,81.23374368,185.7259877,79.19389246,21.18721005,855.5401867,900.2170306,45.49547467,132.3475595,57.97676159,15.93505234,230.9548118,265.5952238,35.73826901,53.37842818,21.21713087,5.252157713
05CL_2982,B97xKi14,1017.468272,1047.966992,31.12815075,186.55529,72.5387508,19.33790123,841.6312316,879.6166294,40.03786799,124.0516721,47.51931516,15.43850774,175.8370399,168.3503629,-8.909717241,62.50361798,25.01943563,3.899393492
05CL_2983,B97xKi14,1005.763258,1046.882838,40.5665369,175.1785211,66.04263269,18.8391884,826.9841268,851.2617093,27.14655856,126.3928628,50.25452896,15.30428333,178.7791311,195.6211289,13.41997833,48.78565833,15.78810374,3.534905069
05CL_2984,B97xKi14,1173.525716,1234.587565,66.04784195,197.4069051,122.9560156,23.81864761,895.1597219,906.6508881,12.74355593,119.6997152,72.06500181,17.78544405,278.3659946,327.9366766,53.30428602,77.70719,50.89101383,6.033203556
05CL_2985,B97xKi14,1048.864581,1139.205991,84.48488056,182.0498895,72.58388304,21.14175863,875.341246,937.5562149,59.55822632,134.1373699,63.4098516,18.82126768,173.5233355,201.6497758,24.92665424,47.91251961,9.174031442,2.320490956
05CL_2986,B97xKi14,1068.043427,1137.643708,69.85975006,176.3902292,68.75030878,21.68791757,877.2060093,924.8213494,47.04419499,117.0395274,46.58382345,16.63668291,190.8374178,212.822359,22.81555508,59.3507018,22.16648533,5.051234662
05CL_2988,B97xKi14,1052.581061,1143.582674,99.1049368,166.892433,80.83771507,19.83228481,867.9131175,947.4510299,75.4803625,121.5624577,61.60019038,16.79222332,184.6679436,196.1316443,23.62457431,45.32997527,19.23752469,3.040061487
05CL_2989,B97xKi14,1012.550976,1056.349821,49.89809733,153.8682411,75.45914561,20.43411799,845.4529338,871.1253755,28.71967383,120.795018,54.48017899,17.50768588,167.0980421,185.2244458,21.1784235,33.07322318,20.97896662,2.926432104
05CL_2991,B97xKi14,1079.79611,1137.843237,51.99311025,211.0485661,99.50763609,21.25094868,885.1511419,914.0400518,29.90187657,142.8516072,76.92364437,17.78453828,194.6449683,223.8031851,22.09123368,68.19695889,22.58399172,3.466410405
05CL_2992,B97xKi14,1048.2354,1112.912009,72.19997866,147.7450526,59.7408779,20.68940314,874.301259,924.6007491,50.05555439,114.1017201,48.60350137,17.1383154,173.9341413,188.3112594,22.14442428,33.64333246,11.13737653,3.551087737
05CL_2993,B97xKi14,1074.634297,1150.279309,72.37716947,166.2610349,70.37375896,21.47135925,844.5082456,873.5063016,32.09688147,112.8174042,48.35853986,17.35719152,230.1260512,276.7730079,40.28028799,53.44363071,22.01521911,4.114167723
05CL_2994,B97xKi14,1048.117898,1088.447987,33.91649265,147.9915043,64.70781248,21.05657957,912.2724016,922.9560112,11.53114135,99.13436098,53.52562712,17.53764766,135.8454963,165.491976,22.38535131,48.85714337,11.18218536,3.518931913
05CL_2995,B97xKi14,998.5524914,1068.899328,70.23546359,159.0905194,74.79773743,20.89337165,836.4154983,876.6229751,42.31176157,118.993919,58.33938841,16.90347695,162.1369931,192.2763533,27.92370202,40.09660041,16.45834902,3.989894701
05CL_2996,B97xKi14,1096.138826,1258.855274,171.3040828,148.1372271,58.38946869,19.59046898,871.7597835,943.1273695,68.37299619,107.1343899,48.79205741,16.24592898,224.3790425,315.7279041,102.9310866,41.00283719,9.597411281,3.344539998
05CL_2997,B97xKi14,1114.646318,1185.610031,69.43193937,164.4572204,61.22213275,19.32408216,886.5485354,918.6438769,32.52173339,115.8201942,53.06422511,15.58759551,228.0977829,266.9661546,36.91020598,48.63702619,8.157907639,3.736486645
05CL_2998,B97xKi14,1128.092315,1231.490726,119.0482818,146.5163667,55.28953475,20.51301733,889.2943023,975.1656138,79.42431289,110.4185431,51.71159578,17.21665302,238.7980129,256.3251117,39.6239689,36.09782358,3.57793897,3.296364309
05CL_2999,B97xKi14,1150.551082,1292.210592,152.7381981,196.542607,89.80238211,22.63268375,899.2228783,948.887812,48.48438419,122.1502106,65.13351937,16.6618535,251.3282032,343.3227798,104.2538139,74.39239644,24.66886274,5.970830252
05CL_3000,B97xKi14,1042.952955,1131.497032,88.50262938,167.3598574,71.85059175,21.09692257,913.9750318,1033.977432,108.3067334,100.0189288,62.05125193,17.22690444,128.9779235,97.51960024,-19.80410404,67.34092858,9.799339816,3.870018129
05CL_3001,B97xKi14,1033.579464,1088.57503,50.97312932,162.2343644,73.5669487,21.00528291,868.0989097,913.220504,45.50796325,113.6223894,54.06321377,17.53067938,165.4805543,175.3545263,5.465166073,48.61197502,19.50373493,3.474603531
05CL_3002,B97xKi14,1142.498109,1295.041548,151.5691544,199.3009751,96.39928457,20.9881133,849.7334752,889.1755983,40.3462737,129.5049512,59.69945043,16.26513394,292.7646336,405.8659498,111.2228807,69.79602391,36.69983414,4.722979356
05CL_3003,B97xKi14,1033.529303,1105.411668,63.81633907,176.2476831,77.35946157,20.88679115,853.1030588,898.2157907,45.21643722,122.8128097,57.3872136,17.60605552,180.4262443,207.1958773,18.59990185,53.43487344,19.97224797,3.280735625
05CL_3004,B97xKi14,1058.235038,1160.776429,107.16193,135.8847903,50.13849779,17.81636492,858.244426,922.5724467,62.33022087,111.6400292,42.59237302,15.00748064,199.9906122,238.2039825,44.83170918,24.2447611,7.546124772,2.808884279
05CL_3005,B97xKi14,1065.302707,1135.956373,85.14909806,156.1319678,72.65083193,19.5853964,829.8831475,865.1836187,38.67997009,99.57115295,45.10577279,14.60401472,235.419559,270.7727544,46.46912797,56.56081488,27.54505914,4.981381681
05CL_3006,B97xKi14,1019.808742,1088.289438,70.99986063,158.2835288,71.00037231,19.32407408,880.6418753,901.0158906,23.11567064,114.2952116,58.20866951,16.41576722,139.1668664,187.2735479,47.88418999,43.98831719,12.79170279,2.90830686
05CL_3007,B97xKi14,1007.265789,1055.39027,45.95521752,159.369161,67.2129719,18.05253393,834.3263791,857.3351205,27.19093258,120.8001817,51.35122421,15.56900161,172.9394101,198.0551497,18.76428494,38.56897923,15.86174769,2.483532316
05CL_3008,B97xKi14,1039.98802,1110.11477,71.75427407,180.2925896,84.09525683,19.72529494,848.1358477,897.9732545,50.39030546,121.1853208,56.58612723,15.48193852,191.8521725,212.1415158,21.36396861,59.10726883,27.5091296,4.243356425
05CL_3009,B97xKi14,1071.9439,1161.365006,94.755464,157.4561456,65.50411756,20.07879844,854.6473102,929.07368,72.03183014,111.4163121,50.77271594,15.73817515,217.2965898,232.2913262,22.72363386,46.03983353,14.73140162,4.340623294
05CL_3011,B97xKi14,1053.117502,1167.439605,124.676269,174.338017,72.71873062,21.54778091,857.1703383,949.6957713,87.08511645,116.2986379,56.61533577,17.65870613,195.9471638,217.7438334,37.59115259,58.03937901,16.10339485,3.889074773
05CL_3012,B97xKi14,988.0558531,1032.373929,39.93192754,159.018264,76.191823,20.50467964,822.5349292,848.222132,30.22437072,121.224683,51.23572323,16.17754759,165.5209239,184.1517972,9.707556818,37.79358107,24.95609977,4.327132054
05CL_3013,B97xKi14,1106.224472,1189.527044,84.9079835,189.0832014,95.31498912,21.72798205,891.1220036,939.8921626,47.36977666,127.0123701,66.32688033,17.26513141,215.1024682,249.6348818,37.53820684,62.07083131,28.9881088,4.462850643
05CL_3014,B97xKi14,1078.450222,1245.078369,170.6840624,167.962219,64.13588965,18.36842162,846.0860333,945.2727891,94.39317676,126.4862615,50.8247688,15.37879614,232.3641887,299.8055803,76.29088564,41.47595748,13.31112085,2.989625486
05CL_3015,B97xKi14,1164.039553,1250.130995,84.36896521,196.94492,88.60414029,22.40702836,863.7544942,887.7413068,25.15515649,124.1007036,57.08508007,17.48214125,300.2850584,362.3896886,59.21380872,72.8442164,31.51906022,4.924887109
05CL_3016,B97xKi14,1013.947491,1050.066294,22.5399286,159.4916955,75.70939268,20.21501906,843.1055034,857.0520197,18.74823324,112.4999446,49.28398101,16.20635591,170.8419878,193.0142744,3.791695365,46.99175095,26.42541167,4.008663151
05CL_3017,B97xKi14,1036.136937,1065.904755,28.54639622,161.8107384,82.31542854,20.0084172,834.3045831,841.4716419,12.74570923,107.6326086,57.43234688,15.71176344,201.8323542,224.4331129,15.80068699,54.17812987,24.88308165,4.296653752
05CL_3018,B97xKi14,1088.424324,1192.121721,104.8957335,178.4671014,77.87412872,19.87841635,840.2185294,877.7065528,40.74403821,128.6765302,60.68423248,15.57306093,248.2057948,314.4151678,64.15169534,49.79057114,17.18989625,4.305355422
05CL_3019,B97xKi14,1127.656329,1188.953592,59.06940603,171.6810152,76.24669769,23.43261456,893.4269406,943.1154293,48.00048016,115.0117558,51.89468732,17.86905231,234.2293885,245.8381622,11.06892587,56.66925935,24.35201036,5.56356225
05CL_3020,B97xKi14,1056.953706,1137.925139,76.51171891,164.941718,66.16445774,19.63967771,892.0499516,945.2109511,50.72265504,105.1831809,35.09626287,14.64547348,164.9037544,192.7141879,25.78906386,59.75853706,31.06819487,4.994204223
05CL_3023,B97xKi14,999.7518732,1043.227294,48.26539316,155.1021223,59.11176706,20.24254175,841.5589376,890.4348232,49.3864592,112.7137641,42.39097798,16.01142519,158.1929356,152.7924707,-1.121066033,42.3883582,16.72078908,4.231116556
05CL_3024,B97xKi14,1125.144341,1258.701018,167.4684663,146.1976213,61.57736872,20.21913889,839.5257284,917.9254917,76.44104012,107.1769826,47.33913187,15.43887693,285.6186124,340.7755263,91.02742622,39.02063873,14.23823685,4.780261966
05CL_3025,B97xKi14,1042.144403,1101.785482,60.48263129,189.0239095,82.50158434,19.53735555,850.6460584,901.5160656,50.84897828,129.9559815,57.04342923,16.07986599,191.498345,200.2694167,9.63365301,59.06792795,25.45815512,3.45748956
05CL_3026,B97xKi14,1100.275516,1233.586808,131.3844361,128.2670107,49.30919464,18.05994466,911.5058005,946.2891201,34.85377694,114.9346263,49.84407369,15.94183621,188.7697159,287.2976882,96.53065918,13.33238443,-0.534879046,2.118108451
05CL_3027,B97xKi14,1103.436996,1167.487825,65.43235126,179.3205492,86.15297473,21.6667924,863.2130183,892.8123909,32.0760812,121.1837519,56.19360456,16.89944744,240.2239781,274.6754343,33.35627007,58.13679725,29.95937017,4.767344955
05CL_3028,B97xKi14,1044.238807,1109.194598,57.76070771,151.0893554,71.48676766,20.83372065,847.02054,892.6599097,46.49831398,127.1268804,60.984008,16.86285454,197.2182665,216.5346887,11.26239373,23.96247497,10.50275966,3.970866105
05CL_3029,B97xKi14,1053.890209,1127.177601,85.79673166,189.8764416,80.46926083,20.36911716,842.5395709,907.3211546,64.50039158,128.2987242,57.20351816,16.01935074,211.350638,219.8564466,21.29634008,61.57771731,23.26574267,4.34976642
05CL_3031,B97xKi14,1039.181552,1122.044145,83.36080855,172.6596563,63.19737982,21.4637186,891.7894736,952.2994702,54.9406029,116.3811878,55.77398805,17.97939272,147.392078,169.7446743,28.42020565,56.27846847,7.423391764,3.484325887
05CL_3032,B97xKi14,1039.525343,1084.283764,39.74403882,197.9797561,87.77264895,20.9471528,845.080733,879.9071025,37.22245784,131.0026164,61.63534286,16.32317348,194.4446095,204.3766614,2.52158098,66.9771397,26.13730609,4.623979323
05CL_3033,B97xKi14,1102.067232,1224.524159,129.3965756,172.3116496,73.6187992,20.59937752,876.9745573,913.0497285,36.69049498,114.9456095,47.63968177,15.88264986,225.0926743,311.4744307,92.70608059,57.36604012,25.97911743,4.716727656
05CL_3034,B97xKi14,1090.278339,1176.148491,80.44858438,185.1046405,88.74794985,20.90155372,837.4214567,861.6886944,28.69338146,123.7720753,54.25667372,16.86852636,252.8568819,314.459797,51.75520292,61.3325652,34.49127613,4.033027363
05CL_3036,B97xKi14,1077.782508,1130.453044,43.4694039,190.4095087,103.994592,21.04308743,873.5436508,916.8046411,43.48271572,136.9886115,70.28303654,18.52549591,204.2388574,213.6484029,-0.013311826,53.42089714,33.71155545,2.517591526
05CL_3037,B97xKi14,1043.928729,1111.824053,69.65433399,187.9085904,91.77175739,20.81896055,840.2005121,856.429702,20.95962042,128.9092159,59.35999744,15.98832707,203.7282171,255.3943513,48.69471357,58.99937452,32.41175995,4.830633479
05CL_3038,B97xKi14,1084.046825,1159.784918,84.66428759,164.7644398,75.18565717,20.00223376,853.9014406,886.3725218,34.56397972,117.6979302,55.45512977,15.98018974,230.1453846,273.4123958,50.10030787,47.0665096,19.7305274,4.022044015
05CL_3039,B97xKi14,1086.503299,1139.496337,49.65898102,173.6044052,79.60184208,21.59403364,893.3950835,915.7937112,23.49857689,115.2223905,63.51473206,17.78811788,193.1082157,223.7026262,26.16040414,58.38201473,16.08711001,3.805915762
05CL_3040,B97xKi14,1142.776603,1256.879225,109.0096311,175.0247427,67.14088575,19.71807475,914.3454998,951.2358983,36.50444651,112.2109539,53.8792772,16.58206935,228.4311032,305.6433263,72.50518459,62.8137888,13.26160855,3.136005393
05CL_3041,B97xKi14,1097.160125,1155.766148,51.10565146,160.0450771,67.56275482,19.89743645,906.512995,976.4745339,65.29765483,100.1954975,52.37247491,16.7846778,190.6471298,179.2916137,-14.19200337,59.84957953,15.19027991,3.112758652
05CL_3042,B97xKi14,1016.354964,1049.713167,40.41453101,151.866666,71.72477963,20.02968814,840.6260574,855.2467863,18.4163333,113.0395284,51.31732305,16.22738468,175.7289069,194.4663804,21.99819772,38.82713758,20.40745658,3.802303459
05CL_3043,B97xKi14,1006.046792,1045.397873,48.48735191,155.3647038,66.3247136,18.94427692,836.5704883,855.9663909,22.28979036,119.6196371,50.19675354,15.18657601,169.4763034,189.4314824,26.19756155,35.74506666,16.12796005,3.757700907
05CL_3044,B97xKi14,1125.073955,1186.66563,63.69292694,192.6631462,99.42971127,21.96932763,883.8039704,908.3250832,26.20067204,119.6500332,61.94288476,17.11327499,241.2699847,278.340547,37.4922549,73.01311298,37.4868265,4.856052649
05CL_3045,B97xKi14,1074.269462,1211.669882,156.382219,156.0788983,63.08394997,19.87592462,874.8181668,941.3135856,63.40315637,111.1830831,50.87608527,16.2862875,199.4512954,270.356296,92.97906259,44.89581517,12.20786471,3.58963712
05CL_3046,B97xKi14,1053.327941,1172.82838,124.2745584,150.8079317,61.51334186,19.99487434,901.0046291,980.3007732,78.6162703,110.3926585,52.6284038,17.59760791,152.3233115,192.5276064,45.65828808,40.41527316,8.884938059,2.397266435
05CL_3047,B97xKi14,1080.305003,1157.669548,92.71891291,166.1377726,76.30056307,21.41289347,851.9036981,891.5700445,41.38531647,114.0264575,51.48334867,17.28588211,228.4013049,266.0995033,51.33359644,52.1113151,24.8172144,4.127011365
05CL_3048,B97xKi14,1051.198975,1099.035743,43.76520317,171.7661117,73.846166,20.76826017,872.1513653,930.9823093,56.91434342,118.1262159,49.00570033,17.12117959,179.0476101,168.0534338,-13.14914025,53.63989582,24.84046567,3.647080572
05CL_3049,B97xKi14,1090.439769,1219.593902,133.0981477,165.5215776,57.42425896,18.56697771,875.4997217,917.6525546,41.86736024,120.4964578,47.09348664,15.42520198,214.9400477,301.9413477,91.23078747,45.02511986,10.33077232,3.141775739
05CL_3050,B97xKi14,1101.39017,1182.512635,83.55216834,161.3312899,68.33380838,20.9079703,863.2325488,938.1782725,71.49949535,109.8646138,57.67847453,16.77056578,238.157621,244.3343626,12.05267299,51.46667607,10.65533385,4.137404517
05CL_3051,B97xKi14,1048.90845,1090.244728,40.89988895,160.7406543,69.35359292,22.00724218,874.6404519,906.5434591,32.6756814,123.3715071,62.62456161,18.50849173,174.2679981,183.7012691,8.224207558,37.36914725,6.729031311,3.498750451
05CL_3052,B97xKi14,1025.76854,1098.949493,72.07595593,160.2699909,70.47345177,19.7860464,860.3284081,918.0833865,56.77629911,117.0883781,51.80048897,15.73880894,165.4401323,180.8661067,15.29965682,43.18161288,18.6729628,4.047237462
05CL_3053,B97xKi14,1047.810753,1097.787291,47.46616832,187.5743672,80.44833051,22.75876396,833.7709494,844.1484198,17.31415796,134.8968187,49.86274834,18.15748441,214.0398032,253.6388717,30.15201037,52.67754851,30.58558217,4.601279542
05CL_3054,B97xKi14,1046.728074,1093.658013,48.99003846,157.7791694,65.26809691,20.45222124,866.8243149,912.724156,46.53446292,107.3803608,43.02859795,15.90938128,179.9037589,180.9338572,2.455575543,50.39880855,22.23949896,4.542839961
05CL_3055,B97xKi14,1060.951047,1108.586805,51.69389582,173.184923,84.14350684,21.37846344,872.3304745,901.7179049,31.41401525,133.779669,73.73351165,17.5977016,188.6205729,206.8689002,20.27988057,39.40525395,10.40999519,3.780761835
05CL_3056,B97xKi14,1083.444196,1169.298821,70.24017107,157.2212484,75.64209467,21.96342052,863.6535289,889.2906598,29.04581854,125.717668,61.80511209,17.13937479,219.790667,280.0081617,41.19435253,31.5035804,13.83698258,4.824045726
05CL_3057,B97xKi14,1015.880122,1060.070534,50.71169453,152.4571532,64.26046968,19.94835106,859.3548839,913.9310348,53.1750471,108.472128,46.34038096,16.02513528,156.5252376,146.1394996,-2.463352575,43.98502514,17.92008872,3.92321578
05CL_3058,B97xKi14,1103.851644,1219.439208,115.3048895,156.8031061,65.27461137,19.33770065,847.8453764,934.2061393,83.23463804,101.4544249,43.77697955,15.01964682,256.006268,285.2330689,32.07025146,55.34868114,21.49763182,4.318053828
05CL_3059,B97xKi14,1130.06705,1217.737784,80.23836711,159.1642649,74.64713668,21.25727416,899.5540104,972.2335472,66.52312729,111.585785,59.93974365,16.84740982,230.5130392,245.5042363,13.71523982,47.57847993,14.70739303,4.409864339
05CL_3060,B97xKi14,1022.962069,1078.623607,58.9610166,159.0185583,67.91838817,20.41910382,880.4653013,926.6288505,46.71693746,115.2068431,54.65628843,16.77278147,142.4967681,151.9947563,12.24407914,43.81171524,13.26209974,3.646322348
05CL_3061,B97xKi14,1024.023584,1066.71856,36.61658932,164.677031,69.50520441,19.85945473,866.4667009,890.3205252,25.85254791,118.6900552,53.53796144,16.94399909,157.5568827,176.3980349,10.76404141,45.98697587,15.96724296,2.915455631
05CL_3062,B97xKi14,1034.490301,1102.579963,72.83464163,169.270418,64.39768708,20.30059045,857.1737235,915.9794381,58.02561304,125.2048164,59.24302991,17.290962,177.3165771,186.6005246,14.80902859,44.06560165,5.154657166,3.009628445
05CL_3063,B97xKi14,1020.066011,1076.427809,71.16699693,155.3437304,59.5929657,18.58607682,850.7270603,906.8717683,56.81379217,117.6485191,49.89131003,15.27947294,169.3389502,169.5560409,14.35320477,37.69521131,9.70165567,3.306603882
05CL_3064,B97xKi14,1084.023583,1160.882116,74.22469703,161.989077,64.99483787,20.62953808,855.9266032,873.4448488,20.80090307,113.8348888,45.52798152,16.66686963,228.0969803,287.437267,53.42379396,48.15418822,19.46685635,3.962668446
05CL_3066,B97xKi14,1033.488078,1079.59017,53.17905713,186.0001156,81.64637513,22.19599735,847.4498837,877.8328873,33.72516887,126.9998699,63.14176744,17.97197615,186.038194,201.7572829,19.45388826,59.00024571,18.50460769,4.224021206
05CL_3067,B97xKi14,1066.246031,1114.134165,49.53766809,191.1346745,78.88877004,19.80914105,856.1732907,897.7237638,42.63950654,125.4679256,53.53660465,15.3057766,210.0727399,216.4104015,6.898161543,65.66674891,25.35216538,4.503364453
05CL_3068,B97xKi14,1040.069653,1107.320601,74.02774988,148.8197388,59.65688517,18.17695578,853.806989,942.0631751,84.23508651,106.8685301,47.13276745,15.2997759,186.2626643,165.2574256,-10.20733663,41.95120866,12.52411772,2.877179883
05CL_3069,B97xKi14,1133.423322,1190.873627,62.92141988,140.7051278,58.32664196,19.70503471,883.7168179,907.9222956,25.58851878,99.04245592,48.38937144,16.74100624,249.7065038,282.9513312,37.3329011,41.66267188,9.937270516,2.964028465
05CL_3070,B97xKi14,1037.203517,1089.024595,49.49786336,170.026049,73.53813136,20.44120795,868.591384,922.534603,53.05364814,114.7488488,52.72236049,16.42146961,168.6121334,166.4899915,-3.555784781,55.27720019,20.81577088,4.019738334
05CL_3071,B97xKi14,1006.007027,1041.600361,44.38775765,145.7233854,65.49411167,20.1349355,833.1676688,869.4241739,37.88733449,112.2650422,51.52430498,16.69166944,172.8393582,172.1761875,6.500423165,33.45834325,13.96980668,3.443266054
05CL_3072,B97xKi14,1051.800223,1137.350788,88.62859991,156.4395923,66.03991042,20.65879667,909.0851416,961.6078526,49.22828697,112.9489668,57.44029108,18.10340818,142.7150818,175.7429357,39.40031294,43.49062553,8.599619344,2.555388494
05CL_3073,B97xKi14,1036.706537,1120.295032,89.3733116,181.4208185,75.94719768,20.38327196,877.1290454,941.3243174,62.65033657,138.6818902,63.12514056,17.03562118,159.5774915,178.9707147,26.72297503,42.73892826,12.82205711,3.347650777
05CL_3074,B97xKi14,1004.196609,1022.445339,24.2003289,154.0640803,67.06673347,19.50184032,814.9879178,828.7625336,18.89268058,114.1578743,47.50439307,15.31992954,189.2086916,193.6828052,5.307648326,39.90620601,19.56234039,4.181910781
05CL_3075,B97xKi14,1062.121174,1138.627948,84.0842066,151.6717383,64.63991593,19.99542525,849.2072942,903.2352803,53.79006296,104.653184,45.31799371,15.88978363,212.9138795,235.3926673,30.29414364,47.01855435,19.32192223,4.105641626
05CL_3076,B97xKi14,1011.88622,1050.018897,43.23464771,151.8820906,68.17754668,19.97218257,837.3196738,866.6311497,30.64799149,121.2033115,53.39219324,16.65550709,174.5665463,183.3877471,12.58665623,30.6787791,14.78535344,3.316675477
05CL_3077,B97xKi14,1083.093485,1151.042876,60.56375657,162.8867572,69.60249737,21.20605047,848.6432763,877.1116591,31.65694742,113.5339292,50.79357904,15.5504973,234.450209,273.9312167,28.90680915,49.35282801,18.80891833,5.655553166
05CL_3078,B97xKi14,1035.011308,1130.447265,100.2036656,146.0216232,56.21240739,19.3124672,852.2090918,878.9891199,29.49387368,111.6667496,46.78502595,16.03665716,182.8022165,251.4581447,70.7097919,34.35487354,9.427381445,3.275810041
05CL_3079,B97xKi14,1026.616558,1075.380053,45.86464741,167.0269458,67.24182586,19.41779406,837.9606299,847.1277944,13.92451145,118.3301569,50.93645265,16.07997459,188.6559281,228.2522581,31.94013596,48.69678892,16.30537321,3.33781947
